trip_id	start_time	end_time	start_pos_lng	start_pos_lat	end_pos_lng	end_pos_lat
748267	1619882000	1619883080	13.394571	52.488976	13.443699	52.49972
748268	1619886861	1619889381	13.444043	52.499547	13.390656	52.554844
753865	1619878941	1619880812	13.398052	52.527123	13.35241	52.546265
750321	1619884946	1619885901	13.419697	52.496227	13.444498	52.485126
754858	1619912000	1619913742	13.49491	52.50362	13.431263	52.487263
751042	1619871801	1619873180	13.311061	52.506504	13.366327	52.500549
755140	1619856620	1619857701	13.444498	52.485126	13.424186	52.469996
751288	1619867420	1619868621	13.437471	52.540367	13.401599	52.546444
754226	1619859140	1619860161	13.398167	52.507236	13.380079	52.497192
754228	1619869822	1619870841	13.398167	52.507236	13.403797	52.522769
754229	1619892022	1619892926	13.403797	52.522769	13.410793	52.504049
754230	1619902881	1619904021	13.410793	52.504049	13.379384	52.509809
755469	1619886621	1619887341	13.44186	52.491204	13.415278	52.494567
753553	1619854220	1619855180	13.317304	52.528861	13.339218	52.530042
753554	1619882661	1619883441	13.292742	52.497671	13.282371	52.506585
760481	1619877502	1619878521	13.395341	52.506151	13.419697	52.496227
756592	1619864245	1619865622	13.411367	52.526065	13.371651	52.517845
756593	1619874141	1619874800	13.371651	52.517845	13.351037	52.520841
756594	1619876786	1619877920	13.351037	52.520841	13.306448	52.508826
756595	1619882122	1619883020	13.306448	52.508826	13.336685	52.513728
752498	1619908042	1619908581	13.376718	52.487904	13.39281	52.489458
759212	1619866401	1619867420	13.428618	52.472737	13.407977	52.489601
759213	1619875642	1619876786	13.407977	52.489601	13.428787	52.477742
759214	1619901629	1619902341	13.428787	52.477742	13.44833	52.48352
759409	1619859320	1619860281	13.465645	52.51804	13.433759	52.503409
758245	1619881830	1619883322	13.305922	52.498053	13.261914	52.479836
758246	1619889742	1619891120	13.2619	52.479729	13.303743	52.499137
760769	1619892261	1619894120	13.373126	52.519618	13.369425	52.544119
757729	1619906241	1619907982	13.418692	52.536604	13.423042	52.500452
756825	1619869822	1619870661	13.439063	52.489599	13.412978	52.490458
756826	1619898262	1619899220	13.412911	52.490378	13.440308	52.488942
764786	1619881523	1619883080	13.354734	52.4984	13.369425	52.544119
761489	1619859740	1619861063	13.324143	52.493896	13.370618	52.511067
759706	1619884280	1619884701	13.427339	52.545094	13.420732	52.533647
759707	1619887702	1619889742	13.420732	52.533647	13.327885	52.505247
758922	1619854700	1619855121	13.441477	52.469951	13.44737	52.474538
758923	1619870722	1619872400	13.447459	52.474422	13.428406	52.50752
758924	1619888841	1619890340	13.428469	52.507502	13.381112	52.516231
759122	1619904261	1619904861	13.416593	52.49939	13.45212	52.525218
763540	1619873961	1619874621	13.336171	52.511124	13.348872	52.514071
763541	1619879421	1619882182	13.348872	52.514071	13.425154	52.487604
763767	1619868082	1619869522	13.389422	52.474893	13.364791	52.499138
757950	1619860401	1619861189	13.381112	52.516231	13.411227	52.523849
764787	1619887101	1619887581	13.369425	52.544119	13.369652	52.534756
765061	1619861063	1619862381	13.403953	52.526026	13.407977	52.489601
765359	1619861963	1619862321	13.401612	52.537473	13.394166	52.530973
766834	1619874621	1619876301	13.462468	52.518868	13.425035	52.539138
766836	1619916980	1619918671	13.4376	52.506716	13.358936	52.496406
765537	1619884584	1619885360	13.385798	52.498267	13.415009	52.495396
764524	1619887821	1619888661	13.423203	52.528093	13.41321	52.540476
767876	1619868740	1619869160	13.298132	52.495191	13.301388	52.488276
767877	1619892982	1619896581	13.301467	52.488524	13.414677	52.520947
770322	1619860161	1619860640	13.355638	52.485476	13.361043	52.49568
767492	1619885720	1619887226	13.358514	52.485804	13.442753	52.480588
766629	1619886022	1619887581	13.351037	52.520841	13.389784	52.512613
769168	1619899281	1619900481	13.374319	52.547429	13.378891	52.528585
769301	1619864361	1619866401	13.428898	52.49086	13.480278	52.486089
776570	1619882481	1619883261	13.385726	52.498671	13.424603	52.488467
774806	1619873720	1619874800	13.376611	52.512066	13.410793	52.504049
768560	1619874500	1619875520	13.361162	52.544716	13.387458	52.549127
774075	1619875041	1619875401	13.426178	52.499013	13.440818	52.496947
774076	1619884106	1619884521	13.440828	52.496916	13.435037	52.491382
774077	1619897661	1619900781	13.43503	52.491262	13.356195	52.543012
771602	1619883380	1619885061	13.387109	52.490114	13.444498	52.485126
771603	1619886681	1619887581	13.444498	52.485126	13.431389	52.498662
771966	1619851222	1619851701	13.333739	52.521612	13.322124	52.52285
776799	1619900601	1619901442	13.433468	52.509822	13.468891	52.510123
781461	1619889561	1619891481	13.404887	52.540802	13.434994	52.504658
